Col 132 Sector AQ-O d6-16,1537.75000,-201.53125,-537.15625
Col 132 Sector AQ-O d6-19,1546.65625,-249.75000,-510.93750
Col 132 Sector AQ-O d6-20,1603.25000,-198.34375,-565.96875
Col 132 Sector AQ-O d6-45,1579.12500,-231.31250,-547.56250
Col 132 Sector AW-K c9-11,1376.43750,-128.90625,-735.03125
Col 132 Sector AY-W c16-27,1242.00000,-80.12500,-395.59375
Col 132 Sector AZ-B b15-0,1046.00000,-211.00000,-796.00000
Col 132 Sector BB-I b25-1,1621.12500,-266.81250,-579.15625
Col 132 Sector BB-N d7-39,1519.96875,-144.84375,-478.09375
Col 132 Sector BC-Z c15-27,1589.53125,-12.18750,-456.28125
Col 132 Sector BG-M b37-3,1337.37500,-153.59375,-322.81250
Col 132 Sector BG-O d6-9,1344.06250,-418.90625,-562.34375
Col 132 Sector BM-M d7-24,1049.37500,-382.34375,-453.56250
Col 132 Sector BM-S b34-0,1260.03125,-63.25000,-383.93750
Col 132 Sector BX-E b27-1,1552.40625,-234.25000,-528.31250
Col 132 Sector BY-E c13-1,1269.03125,99.50000,-584.09375
Col 132 Sector CB-N d7-19,1575.43750,-130.28125,-480.65625
Col 132 Sector CB-N d7-27,1554.28125,-124.96875,-474.56250
Col 132 Sector CH-L d8-2,1243.43750,-156.68750,-346.37500
Col 132 Sector CH-L d8-34,1243.75000,-171.65625,-364.09375
Col 132 Sector CH-L d8-5,1237.68750,-128.18750,-387.37500
Col 132 Sector CH-L d8-50,1283.43750,-172.28125,-371.75000
Col 132 Sector CH-L d8-57,1239.96875,-135.18750,-369.59375
Col 132 Sector CH-L d8-66,1257.56250,-124.40625,-376.65625
Col 132 Sector CL-O d6-13,1602.59375,-276.37500,-542.09375
Col 132 Sector CM-K b38-1,1278.56250,-162.09375,-302.09375
Col 132 Sector CM-L d8-87,1397.00000,-84.84375,-402.40625
Col 132 Sector CM-M d7-13,1102.90625,-376.43750,-470.53125
Col 132 Sector CT-W c16-11,1235.46875,-136.03125,-390.65625
Col 132 Sector CT-W c16-16,1252.90625,-129.96875,-405.87500
Col 132 Sector CW-K b38-3,1361.18750,-114.56250,-296.28125
Col 132 Sector CW-N b35-0,1117.28125,-362.53125,-362.62500
Col 132 Sector CY-E c13-13,1297.53125,105.93750,-565.87500
Col 132 Sector CY-W c16-13,1324.75000,-96.25000,-398.43750
Col 132 Sector CY-W c16-18,1322.81250,-92.78125,-421.65625
Col 132 Sector DG-D c13-5,1684.25000,-262.71875,-579.18750
Col 132 Sector DH-L d8-11,1357.71875,-139.25000,-419.34375
Col 132 Sector DH-L d8-13,1353.75000,-153.37500,-400.68750
Col 132 Sector DH-L d8-14,1346.96875,-145.78125,-413.96875
Col 132 Sector DH-L d8-19,1346.84375,-107.50000,-423.28125
Col 132 Sector DH-L d8-33,1325.18750,-176.31250,-423.12500
Col 132 Sector DH-L d8-34,1349.43750,-113.87500,-345.03125
Col 132 Sector DH-L d8-55,1327.46875,-184.81250,-365.65625
Col 132 Sector DH-L d8-61,1311.62500,-122.18750,-422.84375
Col 132 Sector DH-L d8-63,1298.75000,-128.46875,-419.37500
Col 132 Sector DH-L d8-65,1315.46875,-106.25000,-368.37500
Col 132 Sector DH-L d8-67,1338.62500,-181.37500,-360.46875
Col 132 Sector DH-L d8-7,1374.84375,-168.59375,-390.62500
Col 132 Sector DH-L d8-70,1302.71875,-184.62500,-414.15625
Col 132 Sector DH-L d8-77,1302.00000,-174.65625,-419.28125
Col 132 Sector DH-L d8-82,1329.06250,-115.46875,-377.68750
Col 132 Sector DH-L d8-9,1334.06250,-148.28125,-381.81250
Col 132 Sector DI-Q c6-2,1028.90625,-99.18750,-864.12500
Col 132 Sector DL-O d6-10,1672.62500,-293.68750,-570.65625
Col 132 Sector DL-O d6-26,1664.78125,-290.34375,-555.43750
Col 132 Sector DM-A b31-4,1301.12500,48.03125,-449.78125
Col 132 Sector DM-L d8-55,1465.37500,-34.90625,-369.43750
Col 132 Sector DM-L d8-79,1511.06250,-27.50000,-366.90625
Col 132 Sector DR-A b31-0,1337.06250,55.53125,-454.25000
Col 132 Sector DR-K b38-5,1342.18750,-141.15625,-292.78125
Col 132 Sector DW-M c7-1,1204.46875,-453.46875,-800.34375
Col 132 Sector DW-M d7-10,1461.12500,-254.03125,-491.84375
Col 132 Sector DW-M d7-34,1477.93750,-201.75000,-480.00000
Col 132 Sector DW-M d7-8,1519.87500,-209.37500,-491.28125
Col 132 Sector DX-N b22-1,1514.40625,-224.00000,-641.59375
Col 132 Sector EB-X e1-11,1215.71875,-149.28125,-827.34375
Col 132 Sector EC-I c11-11,1538.84375,20.34375,-656.93750
Col 132 Sector EC-T d4-26,1283.50000,142.00000,-685.25000
Col 132 Sector EE-V c17-18,1245.00000,-91.78125,-381.18750
Col 132 Sector EG-N c7-4,1378.25000,-347.18750,-799.21875
Col 132 Sector EJ-F c12-6,981.34375,-156.31250,-615.65625
Col 132 Sector EM-K b25-5,1162.18750,-12.68750,-574.53125
Col 132 Sector EM-K b38-2,1322.25000,-147.12500,-298.59375
Col 132 Sector EM-T b33-2,1238.43750,-133.40625,-399.53125
Col 132 Sector EW-M d7-23,1594.09375,-215.21875,-501.75000
Col 132 Sector EX-Z b14-0,1199.62500,-440.78125,-803.75000
Col 132 Sector FC-I b27-1,1270.96875,96.59375,-539.87500
Col 132 Sector FC-U d3-48,997.68750,-159.28125,-790.56250
Col 132 Sector FC-U d3-51,1038.50000,-138.96875,-778.31250
Col 132 Sector FD-Z c14-3,1207.56250,-363.53125,-503.34375
Col 132 Sector FD-Z c14-4,1191.56250,-380.93750,-474.59375
Col 132 Sector FE-V c17-2,1257.21875,-65.28125,-347.65625
Col 132 Sector FE-V c17-6,1256.28125,-89.09375,-372.34375
Col 132 Sector FE-V c17-7,1291.84375,-99.00000,-383.06250
Col 132 Sector FS-R b34-1,1176.18750,-132.31250,-380.40625
Col 132 Sector FT-W c16-17,1373.71875,-114.93750,-409.68750
Col 132 Sector FT-W c16-3,1342.15625,-105.25000,-416.81250
Col 132 Sector FW-M d7-13,1630.18750,-260.09375,-498.65625
Col 132 Sector FX-K d8-26,1157.62500,-275.90625,-351.68750
Col 132 Sector FZ-D c13-18,1027.34375,-82.03125,-556.87500
Col 132 Sector GB-O d6-11,1591.25000,-431.81250,-551.87500
Col 132 Sector GC-I b27-3,1281.53125,100.12500,-533.09375
Col 132 Sector GC-L d8-9,1417.15625,-191.68750,-386.21875
Col 132 Sector GC-S b34-5,1277.12500,-102.18750,-368.09375
Col 132 Sector GC-U d3-15,1110.15625,-179.56250,-798.09375
Col 132 Sector GH-L d8-60,1582.68750,-124.84375,-404.65625
Col 132 Sector GJ-X c15-0,1065.00000,-363.93750,-445.06250
Col 132 Sector GJ-X c15-1,1063.75000,-360.59375,-452.31250
Col 132 Sector GJ-X c15-4,1060.90625,-381.06250,-431.68750
Col 132 Sector GM-M b36-1,1204.50000,-323.09375,-344.84375
Col 132 Sector GN-J d9-16,1226.78125,-160.06250,-329.90625
Col 132 Sector GN-J d9-29,1248.06250,-141.65625,-341.46875
Col 132 Sector GN-J d9-37,1269.75000,-184.40625,-339.56250
Col 132 Sector GN-J d9-46,1264.50000,-184.90625,-305.40625
Col 132 Sector GN-J d9-88,1241.43750,-178.59375,-297.15625
Col 132 Sector GR-M d7-14,1572.84375,-315.15625,-486.68750
Col 132 Sector GR-M d7-27,1588.03125,-299.96875,-490.15625
Col 132 Sector GR-T b33-1,1318.96875,-119.06250,-395.62500
Col 132 Sector GR-W b30-0,1090.68750,-356.53125,-452.68750
Col 132 Sector GR-W b30-1,1084.43750,-360.12500,-461.96875
Col 132 Sector GS-K d8-33,1111.50000,-379.75000,-418.31250
Col 132 Sector GS-K d8-36,1127.37500,-393.87500,-390.06250
Col 132 Sector GW-U b32-3,1276.21875,-173.25000,-409.65625
Col 132 Sector GZ-Q b34-2,1568.37500,-223.96875,-382.53125
Col 132 Sector GZ-U c17-13,1248.21875,-119.00000,-379.62500
Col 132 Sector GZ-U c17-3,1217.93750,-140.34375,-347.65625
Col 132 Sector GZ-U c17-9,1248.28125,-110.53125,-382.68750
Col 132 Sector HC-R b22-2,1230.12500,134.68750,-637.15625
Col 132 Sector HH-J c10-6,1607.93750,-66.31250,-671.43750
Col 132 Sector HH-L d8-25,1615.46875,-150.00000,-412.78125
Col 132 Sector HI-J d9-14,1184.87500,-255.75000,-307.78125
Col 132 Sector HI-J d9-40,1177.53125,-264.03125,-319.59375
Col 132 Sector HN-S d4-17,978.59375,-41.43750,-717.93750
Col 132 Sector HU-S b32-0,1379.62500,-401.21875,-424.87500
Col 132 Sector HX-J c9-1,1282.78125,-344.15625,-734.90625
Col 132 Sector HZ-U c17-20,1289.09375,-112.40625,-346.15625
Col 132 Sector HZ-U c17-6,1261.40625,-119.65625,-378.78125
Col 132 Sector II-R d5-31,1274.40625,151.28125,-591.90625
Col 132 Sector IN-J d9-23,1390.40625,-124.37500,-344.93750
Col 132 Sector IN-S d4-31,1106.18750,-59.50000,-692.09375
Col 132 Sector IN-S d4-64,1129.87500,-26.78125,-694.03125
Col 132 Sector IR-W e1-5,1347.28125,-397.81250,-769.40625
Col 132 Sector IU-U c17-10,1229.71875,-179.96875,-371.25000
Col 132 Sector IW-U b32-1,1333.78125,-165.06250,-418.18750
Col 132 Sector JD-P b20-0,1309.34375,-455.43750,-672.28125
Col 132 Sector JJ-B b29-0,1538.81250,-244.34375,-503.87500
Col 132 Sector JN-J d9-12,1460.65625,-175.81250,-299.21875
Col 132 Sector JN-J d9-13,1471.93750,-183.87500,-289.12500
Col 132 Sector JN-J d9-26,1517.59375,-147.18750,-322.81250
Col 132 Sector JN-J d9-62,1491.15625,-136.28125,-317.56250
Col 132 Sector JN-J d9-67,1511.59375,-175.25000,-311.21875
Col 132 Sector JN-S d4-19,1180.65625,-92.31250,-704.09375
Col 132 Sector JN-S d4-2,1189.93750,-64.06250,-665.78125
Col 132 Sector JN-S d4-21,1199.09375,-31.15625,-722.50000
Col 132 Sector JN-S d4-31,1163.78125,-29.62500,-666.00000
Col 132 Sector JN-S d4-36,1136.96875,-41.03125,-735.65625
Col 132 Sector JN-S d4-37,1151.34375,-97.21875,-704.06250
Col 132 Sector JN-S d4-42,1169.25000,-55.43750,-714.31250
Col 132 Sector JN-S d4-44,1195.15625,-78.21875,-730.78125
Col 132 Sector JN-S d4-47,1154.81250,-51.12500,-701.25000
Col 132 Sector JN-S d4-51,1159.50000,-39.68750,-716.00000
Col 132 Sector JN-S d4-63,1205.40625,-52.53125,-690.59375
Col 132 Sector JS-T d3-0,1015.43750,-337.84375,-770.43750
Col 132 Sector JS-T e3-13,1159.59375,29.46875,-467.93750
Col 132 Sector JU-U c17-0,1259.59375,-179.09375,-380.59375
Col 132 Sector JU-U c17-2,1278.90625,-172.31250,-363.12500
Col 132 Sector JU-U c17-6,1285.09375,-184.78125,-354.65625
Col 132 Sector JZ-U c17-6,1337.65625,-134.46875,-377.18750
Col 132 Sector KC-L c8-3,1312.28125,-437.84375,-779.15625
Col 132 Sector KD-J d9-22,1270.65625,-315.50000,-338.65625
Col 132 Sector KD-R d5-4,1274.37500,116.93750,-593.65625
Col 132 Sector KD-R d5-57,1266.78125,112.34375,-607.06250
Col 132 Sector KD-R d5-63,1255.03125,130.21875,-606.09375
Col 132 Sector KF-T c18-12,1242.71875,-131.87500,-311.06250
Col 132 Sector KH-T b33-1,1316.90625,-163.75000,-402.03125
Col 132 Sector KH-T b33-4,1326.90625,-158.78125,-402.40625
Col 132 Sector KI-Q b35-1,1286.21875,-90.31250,-362.93750
Col 132 Sector KN-K d8-17,1227.53125,-467.34375,-420.71875
Col 132 Sector KO-E b29-2,1211.96875,104.75000,-487.71875
